text,rubric1,rubric2,rubric3,rubric4
"1. PROOF BY CONTRAPOSITION  

We need to establish this contrapositive: if x is rational, then x^2 is rational.

1) Assume x is a rational real number.
2) Write x as a/b, where a and b are integers and gcd(a, b) = 1 and b ≠ 0. [Definition]
3) Then x^2 = (a/b) POWER 2 = a^2/b^2. [Squaring]
4) Since a^2 and b^2 are integers, x^2 can be represented as a^2/b^2, which makes x^2 rational.

Conclude: ""If x is rational, then x^2 is rational.""",1,1,1,0
"1. CONTRAPOSITION  
To demonstrate that if x^2 is irrational, then x is irrational, we show the contrapositive: if x is rational, then x^2 is rational.  
1) Assume x is rational.  
2) By definition, x = m/n, where m and n are integers, and n ≠ 0.  
3) Squaring both sides gives us x^2 = (m/n)^2.  
4) Therefore, x^2 = (m^2)/(n^2).  
5) Since m^2 and n^2 are integers, x^2 is the quotient of two integers.  
6) Hence, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
To prove if x^2 is irrational, then x is irrational, we use contraposition and show: if x is rational, then x^2 is rational.  
1) Suppose x is rational (Contrapositive statement).  
2) Then x = m/n for some integers m, n, where n ≠ 0.  
3) x^2 = (m/n)^2 = m^2/n^2, which is still a rational number as m^2 and n^2 are integers.  
4) By this process, x^2 is shown to be rational under the assumption x is rational.  
5) Conclusions from contraposition say if x is irrational, x^2 must also be irrational.",1,1,1,0
"1. CONTRAPOSITION  
We need to demonstrate that if x is rational, then x^2 is rational.  
1) Let's assume x is rational.  
2) Therefore, x = m/n, where m and n are integers with no common factors.  
3) When we square x, we have x^2 = (m/n)^2 = m^2 / n^2.  
4) Both m^2 and n^2 are integers, making x^2 rational.",1,1,1,0
"1. CONTRAPOSITION  
2. We need to prove: if x is rational, then x^2 is rational.  
3. Assume x is a rational number  
4. So, x = m/n, with m and n as integers, n ≠ 0  
5. Then x^2 = (m/n)^2 = m^2/n^2  
6. Rewrite m^2 as p and n^2 as q  
7. Thus x^2 = p/q where p and q are integers  
8. Therefore, x^2 is rational",1,1,1,0
"1. CONTRAPOSITION  
We need to prove that if x is rational, then x^2 is also rational.  
1) Assume x is rational.  
2) This means x can be written as a/b with no shared factors.  
3) Then, x^2 = (a/b)^2 = (a^2)/(b^2).  
4) Therefore, x^2 can also be expressed as a fraction, indicating it's rational.  
5)",1,1,1,0
"1. CONTRAPOSITION
   Start by asserting that if x is rational, then x squared must be rational.
   Assume x as rational, meaning x = m/n, with m and n as integers having gcd(m, n) = 1 and n ≠ 0.
   Therefore, x^2 = (m POWER 2)/(n POWER 2)
   So, x^2 results in a rational number.",1,1,1,0
"1. CONTRAPOSITION  
   We will prove that if x is rational, then x^2 is rational.  
1) Assume x is rational. (Assumption)  
2) x = m/n, where m and n are integers, n ≠ 0. (By definition of rational numbers)  
3) Square both sides: x^2 = (m/n)^2 = m^2/n^2.   
4) Set c = m^2 and d = n^2, where c and d are integers.  
5) We have x^2 = c/d, which shows x^2 is rational.",1,1,1,0
"To prove the statement:  
If x^2 is irrational, then x is irrational. (p -> q)  

Using contraposition:  
If x is rational, then x^2 is rational. (NOT q -> NOT p)  

1) Suppose x is rational. [Assumption]  
2) It means x = a/b, where a and b are integers without common factors and b ≠ 0. [Definition of rational]  
3) This implies x^2 = a^2/b^2. [Squaring]  
4) a^2 and b^2 are integers, so x^2 is also a fraction of two integers, which makes it rational. [Conclusion by definition]  

Thus, we can see that if x is rational, then its square x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION
   We need to demonstrate that if x is rational, then x^2 is also rational.
   Assume x is rational, which implies x = a/b where a and b are integers with no common factors and b ≠ 0.
   x^2 = (a^2)/(b^2)
   Thus, x^2 is rational.",1,1,1,0
"1) We need to prove the contrapositive, meaning we need to show if x is rational, then x^2 must be rational.  
2) Assume x is rational, thus it can be represented as x = c/d, where c and d are integers, with d ≠ 0.  
3) This gives us x^2 = (c^2)/(d^2).  
4) As c^2 and d^2 are integers, and d^2 ≠ 0, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
To prove the statement by contraposition, if x^2 is irrational, then x is irrational, we need to show the opposite statement: if x is rational, then x^2 is rational.  
1) Assume x is rational.  
2) x can be expressed as x = a/b where a and b are integers, and b ≠ 0.  
3) Squaring both sides, we have x^2 = (a^2)/(b^2).  
4) The numerator a^2 and the denominator b^2 are integers, so x^2 is a quotient of integers.  
5) Thus, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
We need to show that if x is rational, then x^2 is also rational:  
1) Assume x is rational  
2) Express x as a/b with no common factors  
3) Calculate x^2 = (a/b)^2 = a^2 / b^2  
4) Since a and b have no common factors, x^2 is also a fraction in its simplest form  
5) Therefore, x^2 is rational",1,1,1,0
"1. CONTRAPOSITION  
The contrapositive of an implication ""if x^2 is irrational, then x is irrational"" is ""if x is rational, then x^2 is rational.""  
Assume x is rational.  
2) So, x can be written as a/b (where both a and b are integers, and b is not zero).  
3) Thus, (x)^2 = (a/b)^2.  
4) Simplifying, x^2 = (a^2)/(b^2).  
5) The expression (a^2)/(b^2) is a quotient of integers.  
6) Therefore, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
2. We need to show: If x is rational, then x^2 is rational  
3. Assume x is rational, so there exist integers a and b with no common factors and b ≠ 0, such that x = a/b  
4. Then x^2 = (a^2)/(b^2)  
5. Since a^2 and b^2 are integers and have no common factors, x^2 is a quotient of two integers  
6. Therefore, x^2 is rational",1,1,1,0
"1. CONTRAPOSITION
1) We need to prove by contraposition that if x is rational, then x^2 is rational.
2) Assume x is rational.
3) Then x can be expressed as a/b, where a and b are integers. [Definition]
4) Squaring both sides gives x^2 = (a POWER 2)/(b POWER 2).
5) Since a^2 and b^2 are integers, x^2 is a ratio of integers, so x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
We aim to prove if x is rational, then x squared is rational.  
1) Let x be a rational number.  
2) Then x = m/n, with m and n integers, where n is not zero and m, n have no common divisors.  
3) It follows that x^2 = m^2/n^2.  
4) Consequently, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
To employ contraposition, we need to prove if x is rational, x^2 must also be rational:  
1) Let's assume x is a rational number.  
2) We express x as x = p/q, considering that p and q are integers without any shared factors.  
3) By squaring, we have x^2 = (p^ 2)/(q^ 2).  
4) Thus, x^2 fits the definition of a rational number, being a quotient of two integers.  
5)",1,1,1,0
"To prove if x^2 is irrational, then x is irrational.

By contraposition, if x is rational, then x^2 must be rational.
1) Assume x is rational.
2) By definition, x can be expressed as x = a/b, where a and b are integers, b ≠ 0.
3) Squaring both sides, x^2 = (a/b)^2 = a^2/b^2.
4) Since a^2 and b^2 are integers, x^2 is rational.
Therefore, if x is rational, then x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION 
1) To prove using contraposition: if x is rational, then x^2 is also rational.
2) Start by assuming x is rational.
3) Express x as p/q, where p and q are integers. [Definition]
4) Then, x^2 = (p/q)^2 = (p^2)/(q^2).
5) Thus, x^2 forms a ratio of integers, confirming x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
Prove x rational implies x squared is rational.  
1) Consider x as a rational number.  
2) This lets us write x = r/s, where r and s are integers and s is non-zero.  
3) Calculating x^2 gives x^2 = (r^2)/(s^2).  
4) Hence, x^2 is rational.",1,1,1,0
"We want to prove:  
If x^2 is irrational, then x is irrational. (p -> q)  

By contraposition:  
If x is rational, then x^2 is rational. (NOT q -> NOT p)  

1) Assume x is rational. [Assumption]  
2) Thus, x can be written as a/b, where a and b are integers with no common factors. [Definition of rational]  
3) Therefore, x^2 = (a^2)/(b^2) since when you square a/b, you square both the numerator and denominator. [Squaring]  
4) As both a^2 and b^2 are integers, x^2 is expressed as a quotient of squares of integers, hence x^2 is rational. [Definition of rational]  

Finally, we have shown that if x is rational, then x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION
To prove by contraposition, we need to establish that if x is rational, then x^2 is rational:
1) Assume x is rational.
2) Then x can be written as x = m/n, where m and n are integers, with n ≠ 0.
3) By squaring, we have x^2 = (m/n)^2.
4) This simplifies to x^2 = (m POWER 2)/(n POWER 2).
5) Since m^2 and n^2 are integers, x^2 can be expressed as the division of two integers.
6) Therefore, x^2 is rational. 
7)",1,1,1,0
"1. CONTRAPOSITION  
To show the statement, we will prove by contraposition: if x is rational, then x^2 is rational.  
1) Assume x is a rational number.  
2) By definition of rational numbers, x can be written as x = m/n for integers m and n.  
3) Therefore, x^2 = (m/n)^2 = m^2/n^2.  
4) m^2 and n^2 are integers, so x^2 is the quotient of these integers, meaning x^2 is rational.",1,1,1,0
"We need to prove by contraposition that if x is rational, then x^2 is rational.  
1) Assume x is rational.  
2) x = m/n, where m and n have no common factors.  
3) Now, x^2 = (m/n)^2 = (m^2)/(n^2).  
4) Since m and n have no common factors, (m^2)/(n^2) must also be rational.  
5) Hence, x^2 is rational.  
6) Therefore, by contraposition, if x^2 is irrational, x must be irrational.",1,1,1,0
"1. CONTRAPOSITION  
   - We need to show: If x is rational, then x^2 is rational.  
   - Assume x is rational, meaning x = p/q where p and q are integers, q ≠ 0.  
   - Then x^2 = (p/q)^2 = p^2/q^2.  
   - Since both p^2 and q^2 are integers, x^2 is rational.",1,1,1,0
"To prove this, we will show the contrapositive: If x is rational, then x^2 is rational.

1. Suppose x is rational. [Assumption]
2. Then x can be written as a/b where a and b are coprime integers. [Definition of rational number]
3. Consequently, x^2 = a^2/b^2. [Squaring the expression]
4. Since a^2 and b^2 are integers, x^2 remains a fraction of integers, hence x^2 is rational. [Definition of rational numbers]
5. Therefore, if x is rational, then x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
   To prove the statement by contraposition, we assume if x is rational, then x^2 is rational.  
   1) Assume x is rational.
   2) Then x can be expressed as a/b where a and b are integers with b ≠ 0.
   3) Thus, x^2 = (a/b)^2 = a^2/b^2.
   4) Since a^2 and b^2 are integers, a^2/b^2 is rational.
   5) Therefore, x^2 is rational if x is rational.  
   6) By contraposition, if x is irrational, then x^2 is irrational.",1,1,1,0
"1) CONTRAPOSITION  
2) SHOW THAT IF X IS RATIONAL THEN X SQUARED IS RATIONAL  
3) LET X = A/B, WHERE A AND B ARE INTEGERS, B IS NOT 0  
4) THEN X^2 = A^2/B^2  
5) THEREFORE, X^2 IS RATIONAL",1,1,1,0
"1. CONTRAPOSITION 

Using a proof by contraposition, our goal is to show: If x^2 is irrational, then x is irrational.

First, prove the contrapositive: If x is rational, then x^2 is rational.

1. Assume that x is rational.  
2. This means x = p/q, where both p and q are integers with gcd(p, q) = 1 and q ≠ 0.  
3. Thus, x^2 = (p/q)^2 = p^2/q^2.  
4. Since p^2 and q^2 are still integers, p^2/q^2 is rational.

Thus, if x is rational, then x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
It suffices to demonstrate that if x is rational, then x^2 is rational.  
1) Let's assume x is rational.  
2) x can be expressed as p/q, where both p and q are integers.  
3) So, (x)^2 = (p/q)^2 = p^2/q^2.  
4) Therefore, x^2 = p^2/q^2 shows x^2 is a ratio of integers, so rational.",1,1,1,0
"1. CONTRAPOSITION  
We aim to prove: If x^2 is irrational, then x is irrational. 

To do this, we show the contrapositive: If x is rational, then x^2 is rational.  
1) Assume x is rational.  
2) Thus, x can be written as a/b where a, b are integers and b ≠ 0.  
3) Then, x^2 = (a/b)^2 = a^2/b^2.  
4) As a^2 and b^2 are integers, a^2/b^2 is a quotient of two integers.  
5) Hence, x^2 is rational.  

Thus, we conclude: If x is rational, then x^2 is rational.",1,1,1,0
"1. To prove: If x^2 is irrational, then x is irrational.  
2. By contraposition, we show: If x is rational, then x^2 is rational.  
3. Assume x is a rational number. [Given]  
4. Then, x can be expressed as p/q where p and q have no common factors other than 1.  
5. It follows that x^2 = (p/q)^2 = p^2 / q^2.  
6. Since p^2 and q^2 are integers, x^2 = p^2 / q^2 is a rational expression.  
7. Therefore, we state: If x is rational, then x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
1) Assume: If x is rational, then x² is rational.  
2) x = a/b where a and b are integers, and b ≠ 0.  
3) Squaring both sides: x² = (a^2)/(b^2).  
4) x² can be expressed as a ratio of two integers, hence x² is rational.",1,1,1,0
"1. CONTRAPOSITION: To prove by contraposition, show if x is rational, then x^2 is rational.
2. Let x be rational.
3. Therefore, x can be represented as a/b, where both a and b are integers, and b is not zero.
4. By squaring x, we have x^2 = (a/b)^2.
5. Thus, x^2 = (a^2)/(b^2).
6. Since a^2 and b^2 are both integers and b^2 is non-zero, x^2 is a fraction of two integers.
7. Thus, x^2 is rational.",1,1,1,0
"1. Prove by contraposition: show if x is rational, then x^2 is rational.  
2. Assume that x is rational.  
3. Then x can be written as a/b, with a and b integers and b ≠ 0.  
4. Therefore, x^2 = (a^2)/(b^2), which is the square of a rational expression.  
5. Since a^2 and b^2 are integers, this means x^2 is also rational.  
6. By contraposition, it follows that if x is irrational, then x^2 is irrational.",1,1,1,0
"1. CONTRAPOSITION  
   - Statement: If x is rational, then x^2 should be rational.  
   - Suppose x = m/n, m and n are integers with n ≠ 0.  
   - Then x^2 = (m/n)^2 = m^2/n^2.  
   - Since m^2 and n^2 are integers and n^2 ≠ 0, x^2 is rational.",1,1,1,0
"1. Begin by using proof by contraposition: assume x is rational and demonstrate that x^2 is rational. 2. Suppose x = m/n, where m and n are integers with n ≠ 0. 3. Then x^2 = (m/n)^2 = (m POWER 2)/(n POWER 2). 4. As m POWER 2 and n POWER 2 are integers, x^2 is rational. 5. Thus, by contraposition, if x is irrational, x^2 will be irrational.",1,1,1,0
"1. CONTRAPOSITION  
We need to demonstrate that if x is rational, then x^2 is rational:  
1) x is rational [Assumption]  
2) x = a/b [where a and b have no common factors]  
3) By squaring, x^2 = (a/b)^2 = a^2/b^2  
4) Thus, x^2 is rational [since it's a fraction]",1,1,1,0
"1. CONTRAPOSITION  
To prove: If x^2 is irrational, then x is irrational using contraposition.  
By contraposition: If x is rational, then x^2 is rational.  
1) Assume x is rational.  
2) Then x can be expressed as a/b, where a and b ≠ 0 are integers. [Rational definition]  
3) Therefore, x^2 = (a/b)^2 = a^2/b^2. [Square both sides]  
4) This implies x^2 is rational since a^2 and b^2 are integers.  
Hence, if x is rational, then x^2 is rational.",1,1,1,0
"CONTRAPOSITION

We want to prove: If x^2 is irrational, then x is irrational.

Use contraposition:

If x is rational, then x^2 is rational.

1. Assume x is rational.  

2. x = m/n for some integers m and n ≠ 0. [Definition of rational]

3. Squaring both sides, (x) POWER 2 = (m/n) POWER 2.

4. (x) POWER 2 = (m POWER 2)/(n POWER 2). [Squaring, definition of power]

5. Thus, x^2 is the quotient of two integers, which means x^2 is rational.

Thus, if x is rational, then x^2 is rational.",1,1,1,0
"1. By contraposition, we aim to demonstrate if x is rational then x^2 is rational.  
2. Suppose x is rational.  
3. Thus, x can be expressed as x = p/q, where p and q are integers, q ≠ 0.  
4. Squaring both sides, we get x^2 = (p/q)^2 = p^2/q^2.  
5. Let's redefine p^2 as m and q^2 as n, making m and n integers.  
6. Therefore, x^2 = m/n.  
7. Consequently, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
To prove through contraposition that if x is rational, then x^2 is rational.  
1) Assume x is rational: x = m/n where m and n are integers and n ≠ 0.  
2) Then, x^2 = (m/n)^2 = m POWER 2 / n POWER 2.  
3) m^2 and n^2 are also integers, so m^2/n^2 is a ratio of integers, making x^2 rational.  
4) So, we can assert: if x is rational, x^2 is rational by contraposition.  
5) Concluding if x is irrational, then x^2 is also irrational.",1,1,1,0
"1. CONTRAPOSITION  
   We want to prove that if x is rational, then x^2 is also rational.  
2. Assume x is a rational number, so x = p/q where p and q are integers with gcd(p, q) = 1 and q ≠ 0.  
3. Then, x^2 = (p^2)/(q^2).  
4. Since p^2 and q^2 are integers, (p^2)/(q^2) is a rational number.  
5. Therefore, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
Let's show the contrapositive statement: if x is rational, then x^2 is rational.  
1) Assume x is rational.  
2) Then, we have x = p/q, where p and q are integers with q ≠ 0.  
3) Squaring x gives us x^2 = (p/q)^2 = p^2/q^2.  
4) Since p^2 and q^2 are integers, p^2/q^2 is rational.  
5) Hence, it follows that if x is rational, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION

Start by proving x is rational leads to x^2 being rational.

1) Assume x is rational.
2) x can be written as m/n with integers m, n, where n ≠ 0.
3) Thus, x^2 = (m/n)^2 = m^2/n^2.
4) m^2 and n^2 are integers, thus m^2/n^2 is a rational number.
5) Therefore, if x is rational, it follows that x^2 is also rational.
6) By contraposition: if x is irrational, it follows that x^2 is irrational.",1,1,1,0
"1. CONTRAPOSITION  
To prove the implication, we need to show the contrapositive: if x is rational, then x POWER 2 is rational.  
1) Suppose x is rational.  
2) Write x as a/b where a and b are integers and b ≠ 0.  
3) Then x^2 = (a/b)^2 = a^2 / b^2.  
4) Since a^2 and b^2 are integers, x^2 is the quotient of two integers.  
5) Therefore, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION
   Let's demonstrate if x is rational, then x^2 is rational.
   1) Assume x is rational.
   2) Then x = m/n, where m and n are integers with no common factors.
   3) This leads to x^2 = (m/n)^2 = (m^2)/(n^2).
   4) Since m^2 and n^2 are integers, (m^2)/(n^2) is rational.
   5) By contraposition, if x is irrational, x^2 is irrational.",1,1,1,0
"We start by showing the contrapositive: If x is rational, then x^2 is rational.

1. Assume x is rational. [Assumption]
2. Therefore, x = p/q, where p and q are integers with q ≠ 0. [Definition of rational numbers]
3. Then x^2 = p^2/q^2. [Squaring both sides]
4. Since p^2 and q^2 are integers, x^2 is a fraction of two integers, thus rational. [Definition of rational numbers]
5. Hence, if x is rational, then x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
To solve by contraposition, we need to prove: If x is rational, then x^2 is rational.  
1) Assume x is rational.  
2) x can be expressed as p/q.  
3) Therefore, x^2 = (p/q)^2 = p^2/q^2.  
4) Hence, x^2 is rational since it can be written as the square of this form.",1,1,1,0
"1. CONTRAPOSITION  
Let us prove that if x is rational, then x^2 is rational too:  
1) x is rational [Assumption]  
2) Then x = m/n [Here m and n have no common factors]  
3) Therefore, x^2 = (m^2)/(n^2) [Squaring]  
4) So x^2 can be expressed as a ratio [Definition of Rational]  
5)",1,1,1,0
"1. CONTRAPOSITION  
We aim to prove the contrapositive: if x is rational, then x^2 is rational.  
1) Let x be rational.  
2) It follows that x = r/s, with r and s as integers, where s ≠ 0.  
3) Squaring results in x^2 = (r/s)^2.  
4) So, x^2 = (r^2)/(s^2).  
5) Since both r^2 and s^2 are integers, x^2 is an integer over an integer.  
6) Therefore, x^2 is indeed rational.",1,1,1,0
"1. CONTRAPOSITION

1) To show: If x is rational, then x^2 is rational.
2) Assume x is rational, so x = m/n where m and n are integers, n ≠ 0 [Rational definition]
3) Square both sides: x^2 = (m/n)^2 = m^2/n^2
4) Note m^2 = u and n^2 = v for some integers u, v [Introduce integers u, v]
5) Then x^2 = u/v with integers u, v, meaning x^2 is rational [Rational definition]",1,1,1,0
"1. CONTRAPOSITION  
We need to show that if x is rational, then x^2 is rational:  
1) Assume x is rational.  
2) x = a/b (Representation)  
3) x^2 = (a/b)^2 = a^2/b^2 (Squaring)  
4) Therefore, x^2 is rational.",1,1,1,0
"- 1. CONTRAPOSITION  
  We attempt to show if x is rational, then x^2 must be rational.  
  1) Assume x rational: x = k/l with k, l integers, l ≠ 0.  
  2) Compute: x^2 = (k/l)^2 = (k^2)/(l^2).  
  3) Therefore, x^2 is a rational number.  
  4) By contraposition, it follows that if x is irrational, x^2 is irrational as well.",1,1,1,0
"1. CONTRAPOSITION  
We need to prove using contraposition: If x is rational, then x^2 is rational.  
2. Assume x is rational, which means x can be represented as a/b where a and b are integers and b ≠ 0.  
3. Therefore, x^2 = (a^2)/(b^2).  
4. This means that x^2 is rational since a^2 and b^2 are also integers.",1,1,1,0
"1. CONTRAPOSITION  
We have to show that if x is rational, then x^2 is rational:  
1) Assume x is rational    
2) This means x can be written as a/b where a and b are integers and b ≠ 0  
3) If we square both sides: x^2 = (a/b)^2  
4) Then x^2 = a^2/b^2  
5) So x^2 can also be written as the quotient of two integers  
6) Hence, x^2 is rational",1,1,1,0
"1. CONTRAPOSITION  
The contrapositive requires us to prove that if x is rational, then x^2 is rational.  
1) Suppose x is rational.  
2) Then x can be expressed in the form x = p/q, with p, q as integers and q ≠ 0.  
3) By squaring, we get x^2 = (p^2)/(q^2).  
4) Since p^2 and q^2 are integers, x^2 can be written as a fraction of integers.  
5) Therefore, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
To prove ""if x^2 is irrational, then x is irrational,"" we take the contrapositive statement: if x is rational, then x^2 is rational.  
Assume x is rational.  
x = p/q where p and q are integers with q ≠ 0.  
Hence, x^2 = (p/q)^2 = p^2/q^2.  
Therefore, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
We need to show if x is rational, then x^2 is rational:  
1) Assume x is rational.  
2) So, x = m/n where m and n are integers.  
3) x^2 = (m/n)^2 = (m^2)/(n^2)  
4) Since m^2 and n^2 are integers, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
   We need to show: if x is rational, then x^2 is rational.  
   1) Assume x is rational.  
   2) Hence, x = p/q, where p, q are integers with q ≠ 0 and no common factors.  
   3) Then x^2 = (p/q)^2 = p^2/q^2.  
   4) Thus, x^2 is rational.",1,1,1,0
"1. CONTRAPOSITION  
To prove: If x is rational, then x^2 is rational.  
1) Let x be a rational number, assume x = m/n, where m and n are integers with n ≠ 0.  
2) Squaring both sides, we have x^2 = (m^2)/(n^2).  
3) m^2 and n^2 are integers since integers are closed under multiplication.  
4) Introduce c = m^2 and d = n^2. This expresses x^2 as c/d.  
5) Thus, x^2 = c/d where c and d are integers, which means x^2 is rational by definition.",1,1,1,0
"1. CONTRAPOSITION
Let's show that assuming x is rational will lead to x^2 being rational:
1) Assume x is rational, therefore x = c/d where c and d are integers and d ≠ 0.
2) Then x^2 = (c/d) POWER 2 = c^2/d^2.
3) Since c^2 and d^2 are integers, it means x^2 is rational.
4) Conclude with contraposition, if x is irrational, then x^2 is irrational.",1,1,1,0
"1. CONTRAPOSITION  
To prove: If x is rational, then x^2 is rational.  
2. Assume x is rational [Assumption]  
3. x can be written as m/n, where m and n are integers, n ≠ 0 [Definition]  
4. x^2 = (m POWER 2) / (n POWER 2) [Squaring]  
5. Therefore, x^2 is rational.",1,1,1,0
